Area,Item,Year,Value,Unit
"China, Macao SAR",Gross Domestic Product,1971,202.363005,million USD
"China, Macao SAR",Gross Domestic Product,1972,247.846255,million USD
"China, Macao SAR",Gross Domestic Product,1973,338.115471,million USD
"China, Macao SAR",Gross Domestic Product,1974,389.027906,million USD
"China, Macao SAR",Gross Domestic Product,1975,450.27474,million USD
"China, Macao SAR",Gross Domestic Product,1976,447.854454,million USD
"China, Macao SAR",Gross Domestic Product,1977,572.805278,million USD
"China, Macao SAR",Gross Domestic Product,1978,749.040982,million USD
"China, Macao SAR",Gross Domestic Product,1979,852.959137,million USD
"China, Macao SAR",Gross Domestic Product,1980,1019.41141,million USD
"China, Macao SAR",Gross Domestic Product,1981,1075.902763,million USD
"China, Macao SAR",Gross Domestic Product,1982,1142.497658,million USD
"China, Macao SAR",Gross Domestic Product,1983,1133.013286,million USD
"China, Macao SAR",Gross Domestic Product,1984,1304.361353,million USD
"China, Macao SAR",Gross Domestic Product,1985,1362.072217,million USD
"China, Macao SAR",Gross Domestic Product,1986,1532.105006,million USD
"China, Macao SAR",Gross Domestic Product,1987,1957.724748,million USD
"China, Macao SAR",Gross Domestic Product,1988,2288.761917,million USD
"China, Macao SAR",Gross Domestic Product,1989,2705.66538,million USD
"China, Macao SAR",Gross Domestic Product,1990,3246.481368,million USD
"China, Macao SAR",Gross Domestic Product,1991,3765.249711,million USD
"China, Macao SAR",Gross Domestic Product,1992,4914.365395,million USD
"China, Macao SAR",Gross Domestic Product,1993,5665.606115,million USD
"China, Macao SAR",Gross Domestic Product,1994,6311.207516,million USD
"China, Macao SAR",Gross Domestic Product,1995,7046.147442,million USD
"China, Macao SAR",Gross Domestic Product,1996,7176.89295,million USD
"China, Macao SAR",Gross Domestic Product,1997,7267.571196,million USD
"China, Macao SAR",Gross Domestic Product,1998,6797.792474,million USD
"China, Macao SAR",Gross Domestic Product,1999,6547.670439,million USD
"China, Macao SAR",Gross Domestic Product,2000,6774.193548,million USD
"China, Macao SAR",Gross Domestic Product,2001,6860.272608,million USD
"China, Macao SAR",Gross Domestic Product,2002,7371.692469,million USD
"China, Macao SAR",Gross Domestic Product,2003,8246.479395,million USD
"China, Macao SAR",Gross Domestic Product,2004,10643.253443,million USD
"China, Macao SAR",Gross Domestic Product,2005,12160.056755,million USD
"China, Macao SAR",Gross Domestic Product,2006,14874.098382,million USD
"China, Macao SAR",Gross Domestic Product,2007,18439.981804,million USD
"China, Macao SAR",Gross Domestic Product,2008,21027.018551,million USD
"China, Macao SAR",Gross Domestic Product,2009,21587.786005,million USD
"China, Macao SAR",Gross Domestic Product,2010,28241.799668,million USD
"China, Macao SAR",Gross Domestic Product,2011,36845.887225,million USD
"China, Macao SAR",Gross Domestic Product,2012,43189.72408,million USD
"China, Macao SAR",Gross Domestic Product,2013,51536.592939,million USD
"China, Macao SAR",Gross Domestic Product,2014,54902.831794,million USD
"China, Macao SAR",Gross Domestic Product,2015,45048.188248,million USD
"China, Macao SAR",Gross Domestic Product,2016,45070.80728,million USD
"China, Macao SAR",Gross Domestic Product,2017,50440.935654,million USD
"China, Macao SAR",Gross Domestic Product,2018,55284.30969,million USD
"China, Macao SAR",Gross Domestic Product,2019,55204.961,million USD
"China, Macao SAR",Gross Domestic Product,2020,25586.233044,million USD
"China, Macao SAR",Gross Domestic Product,2021,29905.071578,million USD
"China, Macao SAR",Gross Domestic Product,2022,21819.886323,million USD
"China, mainland",Gross Domestic Product,1970,92602.617774,million USD
"China, mainland",Gross Domestic Product,1971,99800.575343,million USD
"China, mainland",Gross Domestic Product,1972,113689.259616,million USD
"China, mainland",Gross Domestic Product,1973,138543.172259,million USD
"China, mainland",Gross Domestic Product,1974,144182.133461,million USD
"China, mainland",Gross Domestic Product,1975,163431.551868,million USD
"China, mainland",Gross Domestic Product,1976,153940.455421,million USD
"China, mainland",Gross Domestic Product,1977,174935.85756,million USD
"China, mainland",Gross Domestic Product,1978,218502.019612,million USD
"China, mainland",Gross Domestic Product,1979,263697.749366,million USD
"China, mainland",Gross Domestic Product,1980,306166.577887,million USD
"China, mainland",Gross Domestic Product,1981,289568.992632,million USD
"China, mainland",Gross Domestic Product,1982,283925.056817,million USD
"China, mainland",Gross Domestic Product,1983,304751.540741,million USD
"China, mainland",Gross Domestic Product,1984,313722.813943,million USD
"China, mainland",Gross Domestic Product,1985,309838.563682,million USD
"China, mainland",Gross Domestic Product,1986,300516.248936,million USD
"China, mainland",Gross Domestic Product,1987,327089.546224,million USD
"China, mainland",Gross Domestic Product,1988,407845.033718,million USD
"China, mainland",Gross Domestic Product,1989,456287.003694,million USD
"China, mainland",Gross Domestic Product,1990,394565.711648,million USD
"China, mainland",Gross Domestic Product,1991,413375.557876,million USD
"China, mainland",Gross Domestic Product,1992,493137.146752,million USD
"China, mainland",Gross Domestic Product,1993,619115.89665,million USD
"China, mainland",Gross Domestic Product,1994,564322.452602,million USD
"China, mainland",Gross Domestic Product,1995,734484.96762,million USD
"China, mainland",Gross Domestic Product,1996,863748.958856,million USD
"China, mainland",Gross Domestic Product,1997,961601.482944,million USD
"China, mainland",Gross Domestic Product,1998,1029060.620549,million USD
"China, mainland",Gross Domestic Product,1999,1094004.167547,million USD
"China, mainland",Gross Domestic Product,2000,1211331.153323,million USD
"China, mainland",Gross Domestic Product,2001,1339400.564733,million USD
"China, mainland",Gross Domestic Product,2002,1470557.266967,million USD
"China, mainland",Gross Domestic Product,2003,1660280.188844,million USD
"China, mainland",Gross Domestic Product,2004,1955347.280416,million USD
"China, mainland",Gross Domestic Product,2005,2285962.425177,million USD
"China, mainland",Gross Domestic Product,2006,2752112.587146,million USD
"China, mainland",Gross Domestic Product,2007,3550323.314426,million USD
"China, mainland",Gross Domestic Product,2008,4594342.358341,million USD
"China, mainland",Gross Domestic Product,2009,5101694.836898,million USD
"China, mainland",Gross Domestic Product,2010,6087187.942642,million USD
"China, mainland",Gross Domestic Product,2011,7551542.527927,million USD
"China, mainland",Gross Domestic Product,2012,8532186.352891,million USD
"China, mainland",Gross Domestic Product,2013,9570466.872307,million USD
"China, mainland",Gross Domestic Product,2014,10475623.081516,million USD
"China, mainland",Gross Domestic Product,2015,11061569.698044,million USD
"China, mainland",Gross Domestic Product,2016,11233313.12345,million USD
"China, mainland",Gross Domestic Product,2017,12310491.937814,million USD
"China, mainland",Gross Domestic Product,2018,13894905.534555,million USD
"China, mainland",Gross Domestic Product,2019,14279965.557538,million USD
"China, mainland",Gross Domestic Product,2020,14687743.55697,million USD
"China, mainland",Gross Domestic Product,2021,17734130.89732,million USD
"China, mainland",Gross Domestic Product,2022,17876150.733828,million USD
Colombia,Gross Domestic Product,1970,10126.966867,million USD
Colombia,Gross Domestic Product,1971,10990.99073,million USD
Colombia,Gross Domestic Product,1972,12202.618772,million USD
Colombia,Gross Domestic Product,1973,14436.964673,million USD
Colombia,Gross Domestic Product,1974,17348.997764,million USD
Colombia,Gross Domestic Product,1975,18388.725628,million USD
Colombia,Gross Domestic Product,1976,21533.759887,million USD
Colombia,Gross Domestic Product,1977,27341.578547,million USD
Colombia,Gross Domestic Product,1978,32651.889306,million USD
Colombia,Gross Domestic Product,1979,39241.559272,million USD
Colombia,Gross Domestic Product,1980,46898.990977,million USD
Colombia,Gross Domestic Product,1981,51104.976375,million USD
Colombia,Gross Domestic Product,1982,54717.436544,million USD
Colombia,Gross Domestic Product,1983,54388.279541,million USD
Colombia,Gross Domestic Product,1984,53725.008999,million USD
Colombia,Gross Domestic Product,1985,49003.587956,million USD
Colombia,Gross Domestic Product,1986,49070.100926,million USD
Colombia,Gross Domestic Product,1987,51076.713606,million USD
Colombia,Gross Domestic Product,1988,55064.677218,million USD
Colombia,Gross Domestic Product,1989,55527.195714,million USD
Colombia,Gross Domestic Product,1990,56557.039787,million USD
Colombia,Gross Domestic Product,1991,57914.05057,million USD
Colombia,Gross Domestic Product,1992,61986.681194,million USD
Colombia,Gross Domestic Product,1993,71746.031361,million USD
Colombia,Gross Domestic Product,1994,94692.918901,million USD
Colombia,Gross Domestic Product,1995,109579.709985,million USD
Colombia,Gross Domestic Product,1996,115081.597344,million USD
Colombia,Gross Domestic Product,1997,126363.169379,million USD
Colombia,Gross Domestic Product,1998,116699.377299,million USD
Colombia,Gross Domestic Product,1999,102233.220184,million USD
Colombia,Gross Domestic Product,2000,99230.396791,million USD
Colombia,Gross Domestic Product,2001,97577.132572,million USD
Colombia,Gross Domestic Product,2002,97329.99104,million USD
Colombia,Gross Domestic Product,2003,94029.83197,million USD
Colombia,Gross Domestic Product,2004,116324.971756,million USD
Colombia,Gross Domestic Product,2005,145619.193046,million USD
Colombia,Gross Domestic Product,2006,161618.580753,million USD
Colombia,Gross Domestic Product,2007,206181.823188,million USD
Colombia,Gross Domestic Product,2008,242186.949773,million USD
Colombia,Gross Domestic Product,2009,232397.835356,million USD
Colombia,Gross Domestic Product,2010,286563.099757,million USD
Colombia,Gross Domestic Product,2011,334943.877377,million USD
Colombia,Gross Domestic Product,2012,370921.317943,million USD
Colombia,Gross Domestic Product,2013,382116.120909,million USD
Colombia,Gross Domestic Product,2014,381112.110485,million USD
Colombia,Gross Domestic Product,2015,293481.753079,million USD
Colombia,Gross Domestic Product,2016,282825.012368,million USD
Colombia,Gross Domestic Product,2017,311883.730442,million USD
Colombia,Gross Domestic Product,2018,334198.218101,million USD
Colombia,Gross Domestic Product,2019,323109.540252,million USD
Colombia,Gross Domestic Product,2020,270299.984938,million USD
Colombia,Gross Domestic Product,2021,314464.137241,million USD
Colombia,Gross Domestic Product,2022,339509.28901,million USD
Comoros,Gross Domestic Product,1970,37.476996,million USD
Comoros,Gross Domestic Product,1971,41.447953,million USD
Comoros,Gross Domestic Product,1972,48.838558,million USD
Comoros,Gross Domestic Product,1973,65.179719,million USD
Comoros,Gross Domestic Product,1974,73.653248,million USD
Comoros,Gross Domestic Product,1975,114.349455,million USD
Comoros,Gross Domestic Product,1976,112.733559,million USD
Comoros,Gross Domestic Product,1977,124.710895,million USD
Comoros,Gross Domestic Product,1978,161.725836,million USD
Comoros,Gross Domestic Product,1979,216.179659,million USD
Comoros,Gross Domestic Product,1980,258.77457,million USD
Comoros,Gross Domestic Product,1981,239.427532,million USD
Comoros,Gross Domestic Product,1982,224.378828,million USD
Comoros,Gross Domestic Product,1983,233.660995,million USD
Comoros,Gross Domestic Product,1984,225.21749,million USD
Comoros,Gross Domestic Product,1985,239.88604,million USD
Comoros,Gross Domestic Product,1986,340.451641,million USD
Comoros,Gross Domestic Product,1987,411.57659,million USD
Comoros,Gross Domestic Product,1988,434.714142,million USD
Comoros,Gross Domestic Product,1989,416.394646,million USD
Comoros,Gross Domestic Product,1990,510.762203,million USD
Comoros,Gross Domestic Product,1991,514.318237,million USD
Comoros,Gross Domestic Product,1992,554.675616,million USD
Comoros,Gross Domestic Product,1993,549.210045,million USD
Comoros,Gross Domestic Product,1994,387.081141,million USD
Comoros,Gross Domestic Product,1995,483.213731,million USD
Comoros,Gross Domestic Product,1996,480.295487,million USD
Comoros,Gross Domestic Product,1997,441.914506,million USD
Comoros,Gross Domestic Product,1998,448.830273,million USD
Comoros,Gross Domestic Product,1999,463.799465,million USD
Comoros,Gross Domestic Product,2000,421.942431,million USD
Comoros,Gross Domestic Product,2001,455.574742,million USD
Comoros,Gross Domestic Product,2002,510.725138,million USD
Comoros,Gross Domestic Product,2003,657.32798,million USD
Comoros,Gross Domestic Product,2004,762.021646,million USD
Comoros,Gross Domestic Product,2005,787.338145,million USD
Comoros,Gross Domestic Product,2006,836.185468,million USD
Comoros,Gross Domestic Product,2007,794.621744,million USD
Comoros,Gross Domestic Product,2008,911.967395,million USD
Comoros,Gross Domestic Product,2009,901.711447,million USD
Comoros,Gross Domestic Product,2010,907.093955,million USD
Comoros,Gross Domestic Product,2011,1021.748134,million USD
Comoros,Gross Domestic Product,2012,1015.900498,million USD
Comoros,Gross Domestic Product,2013,1115.905293,million USD
Comoros,Gross Domestic Product,2014,1148.057907,million USD
Comoros,Gross Domestic Product,2015,965.640689,million USD
Comoros,Gross Domestic Product,2016,1012.147429,million USD
Comoros,Gross Domestic Product,2017,1077.439756,million USD
Comoros,Gross Domestic Product,2018,1188.79745,million USD
Comoros,Gross Domestic Product,2019,1192.559711,million USD
Comoros,Gross Domestic Product,2020,1235.400317,million USD
Comoros,Gross Domestic Product,2021,1340.468496,million USD
Comoros,Gross Domestic Product,2022,1285.064147,million USD
Congo,Gross Domestic Product,1970,283.678163,million USD
Congo,Gross Domestic Product,1971,324.463523,million USD
Congo,Gross Domestic Product,1972,389.798511,million USD
Congo,Gross Domestic Product,1973,519.53571,million USD
Congo,Gross Domestic Product,1974,627.653029,million USD
Congo,Gross Domestic Product,1975,739.566595,million USD
Congo,Gross Domestic Product,1976,767.193924,million USD
Congo,Gross Domestic Product,1977,765.165836,million USD
Congo,Gross Domestic Product,1978,951.046472,million USD
Congo,Gross Domestic Product,1979,1292.565315,million USD
Congo,Gross Domestic Product,1980,1846.019115,million USD
Congo,Gross Domestic Product,1981,2157.42763,million USD
Congo,Gross Domestic Product,1982,2338.337853,million USD
Congo,Gross Domestic Product,1983,2269.824015,million USD
Congo,Gross Domestic Product,1984,2373.943219,million USD
Congo,Gross Domestic Product,1985,2338.643476,million USD
Congo,Gross Domestic Product,1986,2001.283783,million USD
Congo,Gross Domestic Product,1987,2486.527891,million USD
Congo,Gross Domestic Product,1988,2350.961391,million USD
Congo,Gross Domestic Product,1989,2529.979139,million USD
Congo,Gross Domestic Product,1990,2909.079829,million USD
Congo,Gross Domestic Product,1991,3035.242663,million USD
Congo,Gross Domestic Product,1992,3280.447271,million USD
Congo,Gross Domestic Product,1993,3003.612458,million USD
Congo,Gross Domestic Product,1994,2068.270076,million USD
Congo,Gross Domestic Product,1995,2457.131401,million USD
Congo,Gross Domestic Product,1996,2840.360005,million USD
Congo,Gross Domestic Product,1997,2567.865634,million USD
Congo,Gross Domestic Product,1998,2239.65345,million USD
Congo,Gross Domestic Product,1999,2642.685074,million USD
Congo,Gross Domestic Product,2000,3624.090545,million USD
Congo,Gross Domestic Product,2001,3037.899488,million USD
Congo,Gross Domestic Product,2002,3329.838707,million USD
Congo,Gross Domestic Product,2003,3855.481348,million USD
Congo,Gross Domestic Product,2004,5093.824522,million USD
Congo,Gross Domestic Product,2005,6647.356902,million USD
Congo,Gross Domestic Product,2006,8065.13438,million USD
Congo,Gross Domestic Product,2007,8771.102344,million USD
Congo,Gross Domestic Product,2008,11602.894194,million USD
Congo,Gross Domestic Product,2009,9684.323926,million USD
Congo,Gross Domestic Product,2010,13135.580123,million USD
Congo,Gross Domestic Product,2011,15634.896806,million USD
Congo,Gross Domestic Product,2012,17693.923329,million USD
Congo,Gross Domestic Product,2013,17953.615755,million USD
Congo,Gross Domestic Product,2014,17889.080718,million USD
Congo,Gross Domestic Product,2015,11881.262396,million USD
Congo,Gross Domestic Product,2016,10219.341238,million USD
Congo,Gross Domestic Product,2017,11094.82324,million USD
Congo,Gross Domestic Product,2018,13670.037652,million USD
Congo,Gross Domestic Product,2019,12909.605435,million USD
Congo,Gross Domestic Product,2020,10483.151002,million USD
Congo,Gross Domestic Product,2021,12840.627675,million USD
Congo,Gross Domestic Product,2022,14040.802519,million USD
Cook Islands,Gross Domestic Product,1970,11.153116,million USD
Cook Islands,Gross Domestic Product,1971,11.243227,million USD
Cook Islands,Gross Domestic Product,1972,11.630516,million USD
Cook Islands,Gross Domestic Product,1973,15.065321,million USD
Cook Islands,Gross Domestic Product,1974,17.699518,million USD
Cook Islands,Gross Domestic Product,1975,17.354218,million USD
Cook Islands,Gross Domestic Product,1976,16.396361,million USD
Cook Islands,Gross Domestic Product,1977,19.06484,million USD
Cook Islands,Gross Domestic Product,1978,22.166164,million USD
Cook Islands,Gross Domestic Product,1979,25.262326,million USD
Cook Islands,Gross Domestic Product,1980,27.840461,million USD
Cook Islands,Gross Domestic Product,1981,28.670528,million USD
Cook Islands,Gross Domestic Product,1982,28.678835,million USD
Cook Islands,Gross Domestic Product,1983,28.342881,million USD
Cook Islands,Gross Domestic Product,1984,29.449721,million USD
Cook Islands,Gross Domestic Product,1985,30.781655,million USD
Cook Islands,Gross Domestic Product,1986,39.67832,million USD
Cook Islands,Gross Domestic Product,1987,50.468021,million USD
Cook Islands,Gross Domestic Product,1988,64.256362,million USD
Cook Islands,Gross Domestic Product,1989,64.944198,million USD
Cook Islands,Gross Domestic Product,1990,72.583683,million USD
Cook Islands,Gross Domestic Product,1991,79.136808,million USD
Cook Islands,Gross Domestic Product,1992,81.792045,million USD
Cook Islands,Gross Domestic Product,1993,91.454465,million USD
Cook Islands,Gross Domestic Product,1994,108.568305,million USD
Cook Islands,Gross Domestic Product,1995,115.571975,million USD
Cook Islands,Gross Domestic Product,1996,116.540396,million USD
Cook Islands,Gross Domestic Product,1997,107.142124,million USD
Cook Islands,Gross Domestic Product,1998,93.436055,million USD
Cook Islands,Gross Domestic Product,1999,100.046168,million USD
Cook Islands,Gross Domestic Product,2000,99.9837,million USD
Cook Islands,Gross Domestic Product,2001,105.007417,million USD
Cook Islands,Gross Domestic Product,2002,121.331836,million USD
Cook Islands,Gross Domestic Product,2003,166.696568,million USD
Cook Islands,Gross Domestic Product,2004,194.743341,million USD
Cook Islands,Gross Domestic Product,2005,199.196541,million USD
Cook Islands,Gross Domestic Product,2006,204.974498,million USD
Cook Islands,Gross Domestic Product,2007,226.660632,million USD
Cook Islands,Gross Domestic Product,2008,225.453826,million USD
Cook Islands,Gross Domestic Product,2009,215.568521,million USD
Cook Islands,Gross Domestic Product,2010,240.788433,million USD
Cook Islands,Gross Domestic Product,2011,271.970637,million USD
Cook Islands,Gross Domestic Product,2012,299.38102,million USD
Cook Islands,Gross Domestic Product,2013,289.201533,million USD
Cook Islands,Gross Domestic Product,2014,319.453749,million USD
Cook Islands,Gross Domestic Product,2015,302.173463,million USD
Cook Islands,Gross Domestic Product,2016,309.858493,million USD
Cook Islands,Gross Domestic Product,2017,345.608995,million USD
Cook Islands,Gross Domestic Product,2018,362.713891,million USD
Cook Islands,Gross Domestic Product,2019,356.795618,million USD
Cook Islands,Gross Domestic Product,2020,283.394753,million USD
Cook Islands,Gross Domestic Product,2021,327.543922,million USD
Cook Islands,Gross Domestic Product,2022,304.069162,million USD
Costa Rica,Gross Domestic Product,1970,1257.297342,million USD
Costa Rica,Gross Domestic Product,1971,1375.0502,million USD
Costa Rica,Gross Domestic Product,1972,1580.748826,million USD
Costa Rica,Gross Domestic Product,1973,1951.698222,million USD
Costa Rica,Gross Domestic Product,1974,2127.50385,million USD
Costa Rica,Gross Domestic Product,1975,2503.231755,million USD
Costa Rica,Gross Domestic Product,1976,3079.846461,million USD
Costa Rica,Gross Domestic Product,1977,3922.201449,million USD
Costa Rica,Gross Domestic Product,1978,4497.624494,million USD
Costa Rica,Gross Domestic Product,1979,5151.548171,million USD
Costa Rica,Gross Domestic Product,1980,6167.736629,million USD
Costa Rica,Gross Domestic Product,1981,3349.476043,million USD
Costa Rica,Gross Domestic Product,1982,3327.524345,million USD
Costa Rica,Gross Domestic Product,1983,4017.063827,million USD
Costa Rica,Gross Domestic Product,1984,4672.845389,million USD
Costa Rica,Gross Domestic Product,1985,5007.754605,million USD
Costa Rica,Gross Domestic Product,1986,5622.388507,million USD
Costa Rica,Gross Domestic Product,1987,5786.034039,million USD
Costa Rica,Gross Domestic Product,1988,5889.739291,million USD
Costa Rica,Gross Domestic Product,1989,6670.865554,million USD
Costa Rica,Gross Domestic Product,1990,7288.221039,million USD
Costa Rica,Gross Domestic Product,1991,7196.134047,million USD
Costa Rica,Gross Domestic Product,1992,8564.041895,million USD
Costa Rica,Gross Domestic Product,1993,9582.86851,million USD
Costa Rica,Gross Domestic Product,1994,10486.78703,million USD
Costa Rica,Gross Domestic Product,1995,11572.2057,million USD
Costa Rica,Gross Domestic Product,1996,11679.595972,million USD
Costa Rica,Gross Domestic Product,1997,12614.737966,million USD
Costa Rica,Gross Domestic Product,1998,13682.172331,million USD
Costa Rica,Gross Domestic Product,1999,14254.632022,million USD
Costa Rica,Gross Domestic Product,2000,15013.792045,million USD
Costa Rica,Gross Domestic Product,2001,15976.133855,million USD
Costa Rica,Gross Domestic Product,2002,16578.934638,million USD
Costa Rica,Gross Domestic Product,2003,17271.664231,million USD
Costa Rica,Gross Domestic Product,2004,18610.382365,million USD
Costa Rica,Gross Domestic Product,2005,20044.554181,million USD
Costa Rica,Gross Domestic Product,2006,22713.238215,million USD
Costa Rica,Gross Domestic Product,2007,26884.601978,million USD
Costa Rica,Gross Domestic Product,2008,30801.749948,million USD
Costa Rica,Gross Domestic Product,2009,30745.714327,million USD
Costa Rica,Gross Domestic Product,2010,37658.636237,million USD
Costa Rica,Gross Domestic Product,2011,42762.613706,million USD
Costa Rica,Gross Domestic Product,2012,47231.655433,million USD
Costa Rica,Gross Domestic Product,2013,50949.668886,million USD
Costa Rica,Gross Domestic Product,2014,52016.408924,million USD
Costa Rica,Gross Domestic Product,2015,56441.920824,million USD
Costa Rica,Gross Domestic Product,2016,58847.019585,million USD
Costa Rica,Gross Domestic Product,2017,60516.044623,million USD
Costa Rica,Gross Domestic Product,2018,62420.164965,million USD
Costa Rica,Gross Domestic Product,2019,64417.670556,million USD
Costa Rica,Gross Domestic Product,2020,62158.007019,million USD
Costa Rica,Gross Domestic Product,2021,64282.436594,million USD
Costa Rica,Gross Domestic Product,2022,68027.332282,million USD
Côte d'Ivoire,Gross Domestic Product,1970,1500.930867,million USD
Côte d'Ivoire,Gross Domestic Product,1971,1597.118896,million USD
Côte d'Ivoire,Gross Domestic Product,1972,1872.163797,million USD
Côte d'Ivoire,Gross Domestic Product,1973,2540.248891,million USD
Côte d'Ivoire,Gross Domestic Product,1974,3070.235435,million USD
Côte d'Ivoire,Gross Domestic Product,1975,3894.049302,million USD
Côte d'Ivoire,Gross Domestic Product,1976,4661.873596,million USD
Côte d'Ivoire,Gross Domestic Product,1977,6265.332806,million USD
Côte d'Ivoire,Gross Domestic Product,1978,7901.447798,million USD
Côte d'Ivoire,Gross Domestic Product,1979,9141.834188,million USD
Côte d'Ivoire,Gross Domestic Product,1980,10175.551514,million USD
Côte d'Ivoire,Gross Domestic Product,1981,8432.59394,million USD
Côte d'Ivoire,Gross Domestic Product,1982,7566.940615,million USD
Côte d'Ivoire,Gross Domestic Product,1983,6838.481401,million USD
Côte d'Ivoire,Gross Domestic Product,1984,6841.41068,million USD
Côte d'Ivoire,Gross Domestic Product,1985,6977.650642,million USD
Côte d'Ivoire,Gross Domestic Product,1986,9158.665698,million USD
Côte d'Ivoire,Gross Domestic Product,1987,10087.624533,million USD
Côte d'Ivoire,Gross Domestic Product,1988,10253.544614,million USD
Côte d'Ivoire,Gross Domestic Product,1989,10714.454782,million USD
Côte d'Ivoire,Gross Domestic Product,1990,11892.834267,million USD
Côte d'Ivoire,Gross Domestic Product,1991,11531.08945,million USD
Côte d'Ivoire,Gross Domestic Product,1992,12032.862336,million USD
Côte d'Ivoire,Gross Domestic Product,1993,11152.603588,million USD
Côte d'Ivoire,Gross Domestic Product,1994,8314.050721,million USD
Côte d'Ivoire,Gross Domestic Product,1995,11104.913313,million USD
Côte d'Ivoire,Gross Domestic Product,1996,12139.146708,million USD
Côte d'Ivoire,Gross Domestic Product,1997,11722.143261,million USD
Côte d'Ivoire,Gross Domestic Product,1998,12640.877308,million USD
Côte d'Ivoire,Gross Domestic Product,1999,12561.330037,million USD
Côte d'Ivoire,Gross Domestic Product,2000,10681.53571,million USD
Côte d'Ivoire,Gross Domestic Product,2001,11192.563448,million USD
Côte d'Ivoire,Gross Domestic Product,2002,12346.980846,million USD
Côte d'Ivoire,Gross Domestic Product,2003,15306.598754,million USD
Côte d'Ivoire,Gross Domestic Product,2004,16554.517272,million USD
Côte d'Ivoire,Gross Domestic Product,2005,17084.92754,million USD
Côte d'Ivoire,Gross Domestic Product,2006,17800.887469,million USD
Côte d'Ivoire,Gross Domestic Product,2007,20341.870862,million USD
Côte d'Ivoire,Gross Domestic Product,2008,24224.905504,million USD
Côte d'Ivoire,Gross Domestic Product,2009,24277.494337,million USD
Côte d'Ivoire,Gross Domestic Product,2010,26264.022943,million USD
Côte d'Ivoire,Gross Domestic Product,2011,28594.744911,million USD
Côte d'Ivoire,Gross Domestic Product,2012,31493.830474,million USD
Côte d'Ivoire,Gross Domestic Product,2013,38803.859037,million USD
Côte d'Ivoire,Gross Domestic Product,2014,46252.892373,million USD
Côte d'Ivoire,Gross Domestic Product,2015,45779.974486,million USD
Côte d'Ivoire,Gross Domestic Product,2016,47964.233341,million USD
Côte d'Ivoire,Gross Domestic Product,2017,51588.154312,million USD
Côte d'Ivoire,Gross Domestic Product,2018,58010.991902,million USD
Côte d'Ivoire,Gross Domestic Product,2019,58539.606234,million USD
Côte d'Ivoire,Gross Domestic Product,2020,61348.578984,million USD
Côte d'Ivoire,Gross Domestic Product,2021,69764.830609,million USD
Côte d'Ivoire,Gross Domestic Product,2022,68023.542714,million USD
Croatia,Gross Domestic Product,1990,16632.202089,million USD
Croatia,Gross Domestic Product,1991,13568.538957,million USD
Croatia,Gross Domestic Product,1992,12252.224024,million USD
Croatia,Gross Domestic Product,1993,12988.508886,million USD
Croatia,Gross Domestic Product,1994,17375.913467,million USD
Croatia,Gross Domestic Product,1995,22643.724562,million USD
Croatia,Gross Domestic Product,1996,24004.82724,million USD
Croatia,Gross Domestic Product,1997,24029.659208,million USD
Croatia,Gross Domestic Product,1998,25732.130943,million USD
Croatia,Gross Domestic Product,1999,23628.947775,million USD
Croatia,Gross Domestic Product,2000,21807.861167,million USD
Croatia,Gross Domestic Product,2001,23259.563191,million USD
Croatia,Gross Domestic Product,2002,27085.264173,million USD
Croatia,Gross Domestic Product,2003,35022.907017,million USD
Croatia,Gross Domestic Product,2004,42013.454991,million USD
Croatia,Gross Domestic Product,2005,45835.105211,million USD
Croatia,Gross Domestic Product,2006,50915.009709,million USD
Croatia,Gross Domestic Product,2007,60641.949316,million USD
Croatia,Gross Domestic Product,2008,70943.298886,million USD
Croatia,Gross Domestic Product,2009,63324.393098,million USD
Croatia,Gross Domestic Product,2010,60672.091285,million USD
Croatia,Gross Domestic Product,2011,63408.300698,million USD
Croatia,Gross Domestic Product,2012,57369.360292,million USD
Croatia,Gross Domestic Product,2013,59032.07257,million USD
Croatia,Gross Domestic Product,2014,58423.979767,million USD
Croatia,Gross Domestic Product,2015,50242.787803,million USD
Croatia,Gross Domestic Product,2016,52397.489751,million USD
Croatia,Gross Domestic Product,2017,56323.840388,million USD
Croatia,Gross Domestic Product,2018,62316.838111,million USD
Croatia,Gross Domestic Product,2019,62327.985633,million USD
Croatia,Gross Domestic Product,2020,57472.015468,million USD
Croatia,Gross Domestic Product,2021,68955.088873,million USD
Croatia,Gross Domestic Product,2022,70917.023264,million USD
Cuba,Gross Domestic Product,1970,5692.936975,million USD
Cuba,Gross Domestic Product,1971,6914.575471,million USD
Cuba,Gross Domestic Product,1972,8135.053335,million USD
Cuba,Gross Domestic Product,1973,9987.589917,million USD
Cuba,Gross Domestic Product,1974,11405.820587,million USD
Cuba,Gross Domestic Product,1975,13027.259032,million USD
Cuba,Gross Domestic Product,1976,13789.414532,million USD
Cuba,Gross Domestic Product,1977,14205.988302,million USD
Cuba,Gross Domestic Product,1978,17844.491331,million USD
Cuba,Gross Domestic Product,1979,19584.208368,million USD
Cuba,Gross Domestic Product,1980,19912.651019,million USD
Cuba,Gross Domestic Product,1981,20150.012489,million USD
Cuba,Gross Domestic Product,1982,20953.258998,million USD
Cuba,Gross Domestic Product,1983,22205.449736,million USD
Cuba,Gross Domestic Product,1984,24039.095369,million USD
Cuba,Gross Domestic Product,1985,22921.21692,million USD
