Area,Item,Year,Value,Unit
Cayman Islands,Gross Domestic Product,2010,76872.175314,USD
Cayman Islands,Gross Domestic Product,2011,75435.61502,USD
Cayman Islands,Gross Domestic Product,2012,75466.145094,USD
Cayman Islands,Gross Domestic Product,2013,75685.357637,USD
Cayman Islands,Gross Domestic Product,2014,76610.64759,USD
Cayman Islands,Gross Domestic Product,2015,77295.857114,USD
Cayman Islands,Gross Domestic Product,2016,78858.332299,USD
Cayman Islands,Gross Domestic Product,2017,81255.112457,USD
Cayman Islands,Gross Domestic Product,2018,85231.776104,USD
Cayman Islands,Gross Domestic Product,2019,89868.683181,USD
Cayman Islands,Gross Domestic Product,2020,83326.458902,USD
Cayman Islands,Gross Domestic Product,2021,85250.265253,USD
Cayman Islands,Gross Domestic Product,2022,88699.366483,USD
Central African Republic,Gross Domestic Product,1970,133.486606,USD
Central African Republic,Gross Domestic Product,1971,139.245483,USD
Central African Republic,Gross Domestic Product,1972,156.065328,USD
Central African Republic,Gross Domestic Product,1973,180.216885,USD
Central African Republic,Gross Domestic Product,1974,183.381399,USD
Central African Republic,Gross Domestic Product,1975,241.943336,USD
Central African Republic,Gross Domestic Product,1976,283.98209,USD
Central African Republic,Gross Domestic Product,1977,316.092303,USD
Central African Republic,Gross Domestic Product,1978,376.600757,USD
Central African Republic,Gross Domestic Product,1979,427.819918,USD
Central African Republic,Gross Domestic Product,1980,481.575354,USD
Central African Republic,Gross Domestic Product,1981,425.696299,USD
Central African Republic,Gross Domestic Product,1982,395.959785,USD
Central African Republic,Gross Domestic Product,1983,344.678302,USD
Central African Republic,Gross Domestic Product,1984,326.413828,USD
Central African Republic,Gross Domestic Product,1985,354.428798,USD
Central African Republic,Gross Domestic Product,1986,454.482122,USD
Central African Republic,Gross Domestic Product,1987,480.420621,USD
Central African Republic,Gross Domestic Product,1988,498.055627,USD
Central African Republic,Gross Domestic Product,1989,473.934154,USD
Central African Republic,Gross Domestic Product,1990,536.59049,USD
Central African Republic,Gross Domestic Product,1991,497.276442,USD
Central African Republic,Gross Domestic Product,1992,493.786536,USD
Central African Republic,Gross Domestic Product,1993,433.121453,USD
Central African Republic,Gross Domestic Product,1994,279.365864,USD
Central African Republic,Gross Domestic Product,1995,356.156611,USD
Central African Republic,Gross Domestic Product,1996,313.488726,USD
Central African Republic,Gross Domestic Product,1997,283.694388,USD
Central African Republic,Gross Domestic Product,1998,284.696984,USD
Central African Republic,Gross Domestic Product,1999,286.084755,USD
Central African Republic,Gross Domestic Product,2000,254.532808,USD
Central African Republic,Gross Domestic Product,2001,253.582563,USD
Central African Republic,Gross Domestic Product,2002,263.895091,USD
Central African Republic,Gross Domestic Product,2003,296.141181,USD
Central African Republic,Gross Domestic Product,2004,322.922732,USD
Central African Republic,Gross Domestic Product,2005,335.676271,USD
Central African Republic,Gross Domestic Product,2006,358.029054,USD
Central African Republic,Gross Domestic Product,2007,401.074382,USD
Central African Republic,Gross Domestic Product,2008,455.126002,USD
Central African Republic,Gross Domestic Product,2009,451.106626,USD
Central African Republic,Gross Domestic Product,2010,459.328665,USD
Central African Republic,Gross Domestic Product,2011,514.535278,USD
Central African Republic,Gross Domestic Product,2012,525.897584,USD
Central African Republic,Gross Domestic Product,2013,352.126954,USD
Central African Republic,Gross Domestic Product,2014,394.331543,USD
Central African Republic,Gross Domestic Product,2015,351.613583,USD
Central African Republic,Gross Domestic Product,2016,372.135601,USD
Central African Republic,Gross Domestic Product,2017,414.740323,USD
Central African Republic,Gross Domestic Product,2018,435.932187,USD
Central African Republic,Gross Domestic Product,2019,426.400293,USD
Central African Republic,Gross Domestic Product,2020,435.209201,USD
Central African Republic,Gross Domestic Product,2021,461.361013,USD
Central African Republic,Gross Domestic Product,2022,427.265081,USD
Chad,Gross Domestic Product,1970,96.881268,USD
Chad,Gross Domestic Product,1971,103.615768,USD
Chad,Gross Domestic Product,1972,105.379534,USD
Chad,Gross Domestic Product,1973,114.221052,USD
Chad,Gross Domestic Product,1974,130.15731,USD
Chad,Gross Domestic Product,1975,184.194709,USD
Chad,Gross Domestic Product,1976,169.662663,USD
Chad,Gross Domestic Product,1977,168.568432,USD
Chad,Gross Domestic Product,1978,197.260901,USD
Chad,Gross Domestic Product,1979,174.237761,USD
Chad,Gross Domestic Product,1980,178.999466,USD
Chad,Gross Domestic Product,1981,210.253373,USD
Chad,Gross Domestic Product,1982,187.509402,USD
Chad,Gross Domestic Product,1983,190.942591,USD
Chad,Gross Domestic Product,1984,203.176315,USD
Chad,Gross Domestic Product,1985,198.666354,USD
Chad,Gross Domestic Product,1986,237.358951,USD
Chad,Gross Domestic Product,1987,260.192222,USD
Chad,Gross Domestic Product,1988,293.881234,USD
Chad,Gross Domestic Product,1989,268.55598,USD
Chad,Gross Domestic Product,1990,314.68232,USD
Chad,Gross Domestic Product,1991,301.208011,USD
Chad,Gross Domestic Product,1992,300.82772,USD
Chad,Gross Domestic Product,1993,256.515786,USD
Chad,Gross Domestic Product,1994,203.531821,USD
Chad,Gross Domestic Product,1995,238.541298,USD
Chad,Gross Domestic Product,1996,255.167327,USD
Chad,Gross Domestic Product,1997,235.518113,USD
Chad,Gross Domestic Product,1998,259.346805,USD
Chad,Gross Domestic Product,1999,217.855614,USD
Chad,Gross Domestic Product,2000,190.790632,USD
Chad,Gross Domestic Product,2001,227.751434,USD
Chad,Gross Domestic Product,2002,255.756274,USD
Chad,Gross Domestic Product,2003,336.751103,USD
Chad,Gross Domestic Product,2004,522.354476,USD
Chad,Gross Domestic Product,2005,667.726535,USD
Chad,Gross Domestic Product,2006,734.174734,USD
Chad,Gross Domestic Product,2007,816.490375,USD
Chad,Gross Domestic Product,2008,994.450052,USD
Chad,Gross Domestic Product,2009,891.107108,USD
Chad,Gross Domestic Product,2010,1023.657638,USD
Chad,Gross Domestic Product,2011,1191.971963,USD
Chad,Gross Domestic Product,2012,1270.453175,USD
Chad,Gross Domestic Product,2013,1234.333251,USD
Chad,Gross Domestic Product,2014,1277.085154,USD
Chad,Gross Domestic Product,2015,1018.425377,USD
Chad,Gross Domestic Product,2016,895.771061,USD
Chad,Gross Domestic Product,2017,884.869685,USD
Chad,Gross Domestic Product,2018,984.49631,USD
Chad,Gross Domestic Product,2019,948.690207,USD
Chad,Gross Domestic Product,2020,895.753966,USD
Chad,Gross Domestic Product,2021,955.169673,USD
Chad,Gross Domestic Product,2022,998.511706,USD
Chile,Gross Domestic Product,1970,985.696593,USD
Chile,Gross Domestic Product,1971,1160.588402,USD
Chile,Gross Domestic Product,1972,1233.092898,USD
Chile,Gross Domestic Product,1973,1730.180656,USD
Chile,Gross Domestic Product,1974,1650.500546,USD
Chile,Gross Domestic Product,1975,755.79078,USD
Chile,Gross Domestic Product,1976,1016.229567,USD
Chile,Gross Domestic Product,1977,1356.893132,USD
Chile,Gross Domestic Product,1978,1540.251926,USD
Chile,Gross Domestic Product,1979,2043.008482,USD
Chile,Gross Domestic Product,1980,2678.396399,USD
Chile,Gross Domestic Product,1981,3165.166147,USD
Chile,Gross Domestic Product,1982,2229.029377,USD
Chile,Gross Domestic Product,1983,1812.88488,USD
Chile,Gross Domestic Product,1984,1771.742332,USD
Chile,Gross Domestic Product,1985,1540.151767,USD
Chile,Gross Domestic Product,1986,1630.785374,USD
Chile,Gross Domestic Product,1987,1874.575967,USD
Chile,Gross Domestic Product,1988,2153.056639,USD
Chile,Gross Domestic Product,1989,2416.219408,USD
Chile,Gross Domestic Product,1990,2617.000014,USD
Chile,Gross Domestic Product,1991,2942.191996,USD
Chile,Gross Domestic Product,1992,3499.382057,USD
Chile,Gross Domestic Product,1993,3658.590714,USD
Chile,Gross Domestic Product,1994,4126.234767,USD
Chile,Gross Domestic Product,1995,5209.137573,USD
Chile,Gross Domestic Product,1996,5402.487578,USD
Chile,Gross Domestic Product,1997,5827.343663,USD
Chile,Gross Domestic Product,1998,5515.607283,USD
Chile,Gross Domestic Product,1999,5012.339149,USD
Chile,Gross Domestic Product,2000,5104.493115,USD
Chile,Gross Domestic Product,2001,4602.918603,USD
Chile,Gross Domestic Product,2002,4466.608114,USD
Chile,Gross Domestic Product,2003,4797.509129,USD
Chile,Gross Domestic Product,2004,6196.768924,USD
Chile,Gross Domestic Product,2005,7602.006048,USD
Chile,Gross Domestic Product,2006,9476.097468,USD
Chile,Gross Domestic Product,2007,10524.420559,USD
Chile,Gross Domestic Product,2008,10781.675939,USD
Chile,Gross Domestic Product,2009,10240.891246,USD
Chile,Gross Domestic Product,2010,12852.004438,USD
Chile,Gross Domestic Product,2011,14688.381505,USD
Chile,Gross Domestic Product,2012,15403.404773,USD
Chile,Gross Domestic Product,2013,15898.66006,USD
Chile,Gross Domestic Product,2014,14730.595299,USD
Chile,Gross Domestic Product,2015,13649.546321,USD
Chile,Gross Domestic Product,2016,13848.806241,USD
Chile,Gross Domestic Product,2017,15081.989132,USD
Chile,Gross Domestic Product,2018,15795.708141,USD
Chile,Gross Domestic Product,2019,14631.946408,USD
Chile,Gross Domestic Product,2020,13094.459431,USD
Chile,Gross Domestic Product,2021,16265.096434,USD
Chile,Gross Domestic Product,2022,15354.906655,USD
China,Gross Domestic Product,1970,116.825739,USD
China,Gross Domestic Product,1971,123.252468,USD
China,Gross Domestic Product,1972,137.966784,USD
China,Gross Domestic Product,1973,165.789027,USD
China,Gross Domestic Product,1974,170.317546,USD
China,Gross Domestic Product,1975,189.090678,USD
China,Gross Domestic Product,1976,179.04959,USD
China,Gross Domestic Product,1977,201.825416,USD
China,Gross Domestic Product,1978,247.425153,USD
China,Gross Domestic Product,1979,294.916565,USD
China,Gross Domestic Product,1980,340.268418,USD
China,Gross Domestic Product,1981,320.870368,USD
China,Gross Domestic Product,1982,311.469885,USD
China,Gross Domestic Product,1983,324.516368,USD
China,Gross Domestic Product,1984,332.010303,USD
China,Gross Domestic Product,1985,325.441035,USD
China,Gross Domestic Product,1986,316.662539,USD
China,Gross Domestic Product,1987,344.296403,USD
China,Gross Domestic Product,1988,418.798128,USD
China,Gross Domestic Product,1989,462.762547,USD
China,Gross Domestic Product,1990,409.297199,USD
China,Gross Domestic Product,1991,430.02434,USD
China,Gross Domestic Product,1992,506.072369,USD
China,Gross Domestic Product,1993,619.745112,USD
China,Gross Domestic Product,1994,581.990226,USD
China,Gross Domestic Product,1995,723.542057,USD
China,Gross Domestic Product,1996,834.504865,USD
China,Gross Domestic Product,1997,920.916068,USD
China,Gross Domestic Product,1998,960.873304,USD
China,Gross Domestic Product,1999,1003.025119,USD
China,Gross Domestic Product,2000,1093.223954,USD
China,Gross Domestic Product,2001,1184.131685,USD
China,Gross Domestic Product,2002,1276.390617,USD
China,Gross Domestic Product,2003,1411.727098,USD
China,Gross Domestic Product,2004,1637.077761,USD
China,Gross Domestic Product,2005,1889.558118,USD
China,Gross Domestic Product,2006,2241.887324,USD
China,Gross Domestic Product,2007,2844.45063,USD
China,Gross Domestic Product,2008,3614.023139,USD
China,Gross Domestic Product,2009,3963.080054,USD
China,Gross Domestic Product,2010,4678.926793,USD
China,Gross Domestic Product,2011,5741.98545,USD
China,Gross Domestic Product,2012,6430.550579,USD
China,Gross Domestic Product,2013,7151.566633,USD
China,Gross Domestic Product,2014,7768.019832,USD
China,Gross Domestic Product,2015,8144.221236,USD
China,Gross Domestic Product,2016,8226.692691,USD
China,Gross Domestic Product,2017,8955.455544,USD
China,Gross Domestic Product,2018,10042.029673,USD
China,Gross Domestic Product,2019,10278.305979,USD
China,Gross Domestic Product,2020,10507.421656,USD
China,Gross Domestic Product,2021,12644.537016,USD
China,Gross Domestic Product,2022,12731.629527,USD
"China, Hong Kong SAR",Gross Domestic Product,1970,963.950545,USD
"China, Hong Kong SAR",Gross Domestic Product,1971,1107.430352,USD
"China, Hong Kong SAR",Gross Domestic Product,1972,1383.146793,USD
"China, Hong Kong SAR",Gross Domestic Product,1973,1896.241802,USD
"China, Hong Kong SAR",Gross Domestic Product,1974,2161.912388,USD
"China, Hong Kong SAR",Gross Domestic Product,1975,2257.378929,USD
"China, Hong Kong SAR",Gross Domestic Product,1976,2824.491332,USD
"China, Hong Kong SAR",Gross Domestic Product,1977,3369.723598,USD
"China, Hong Kong SAR",Gross Domestic Product,1978,3840.619316,USD
"China, Hong Kong SAR",Gross Domestic Product,1979,4622.887854,USD
"China, Hong Kong SAR",Gross Domestic Product,1980,5797.248327,USD
"China, Hong Kong SAR",Gross Domestic Product,1981,6115.951586,USD
"China, Hong Kong SAR",Gross Domestic Product,1982,6249.624798,USD
"China, Hong Kong SAR",Gross Domestic Product,1983,5694.307955,USD
"China, Hong Kong SAR",Gross Domestic Product,1984,6283.104506,USD
"China, Hong Kong SAR",Gross Domestic Product,1985,6596.800285,USD
"China, Hong Kong SAR",Gross Domestic Product,1986,7478.055351,USD
"China, Hong Kong SAR",Gross Domestic Product,1987,9074.589352,USD
"China, Hong Kong SAR",Gross Domestic Product,1988,10538.552917,USD
"China, Hong Kong SAR",Gross Domestic Product,1989,11957.885246,USD
"China, Hong Kong SAR",Gross Domestic Product,1990,13175.954372,USD
"China, Hong Kong SAR",Gross Domestic Product,1991,15018.282719,USD
"China, Hong Kong SAR",Gross Domestic Product,1992,17356.519716,USD
"China, Hong Kong SAR",Gross Domestic Product,1993,19763.218691,USD
"China, Hong Kong SAR",Gross Domestic Product,1994,22016.246984,USD
"China, Hong Kong SAR",Gross Domestic Product,1995,23167.129356,USD
"China, Hong Kong SAR",Gross Domestic Product,1996,25218.219362,USD
"China, Hong Kong SAR",Gross Domestic Product,1997,27534.027198,USD
"China, Hong Kong SAR",Gross Domestic Product,1998,25799.567036,USD
"China, Hong Kong SAR",Gross Domestic Product,1999,24957.688785,USD
"China, Hong Kong SAR",Gross Domestic Product,2000,25503.48022,USD
"China, Hong Kong SAR",Gross Domestic Product,2001,24906.753148,USD
"China, Hong Kong SAR",Gross Domestic Product,2002,24288.595327,USD
"China, Hong Kong SAR",Gross Domestic Product,2003,23435.208962,USD
"China, Hong Kong SAR",Gross Domestic Product,2004,24450.523102,USD
"China, Hong Kong SAR",Gross Domestic Product,2005,26174.513759,USD
"China, Hong Kong SAR",Gross Domestic Product,2006,27804.438355,USD
"China, Hong Kong SAR",Gross Domestic Product,2007,30221.850076,USD
"China, Hong Kong SAR",Gross Domestic Product,2008,31100.380822,USD
"China, Hong Kong SAR",Gross Domestic Product,2009,30170.544712,USD
"China, Hong Kong SAR",Gross Domestic Product,2010,32056.174696,USD
"China, Hong Kong SAR",Gross Domestic Product,2011,34634.287219,USD
"China, Hong Kong SAR",Gross Domestic Product,2012,36304.492521,USD
"China, Hong Kong SAR",Gross Domestic Product,2013,37783.118585,USD
"China, Hong Kong SAR",Gross Domestic Product,2014,39642.645382,USD
"China, Hong Kong SAR",Gross Domestic Product,2015,41809.783214,USD
"China, Hong Kong SAR",Gross Domestic Product,2016,43150.009079,USD
"China, Hong Kong SAR",Gross Domestic Product,2017,45737.483211,USD
"China, Hong Kong SAR",Gross Domestic Product,2018,48349.717538,USD
"China, Hong Kong SAR",Gross Domestic Product,2019,48431.938139,USD
"China, Hong Kong SAR",Gross Domestic Product,2020,45984.788708,USD
"China, Hong Kong SAR",Gross Domestic Product,2021,49258.814347,USD
"China, Hong Kong SAR",Gross Domestic Product,2022,48084.025829,USD
"China, Macao SAR",Gross Domestic Product,1970,683.531978,USD
"China, Macao SAR",Gross Domestic Product,1971,809.996338,USD
"China, Macao SAR",Gross Domestic Product,1972,996.691407,USD
"China, Macao SAR",Gross Domestic Product,1973,1364.260006,USD
"China, Macao SAR",Gross Domestic Product,1974,1573.228347,USD
"China, Macao SAR",Gross Domestic Product,1975,1823.572668,USD
"China, Macao SAR",Gross Domestic Product,1976,1815.667875,USD
"China, Macao SAR",Gross Domestic Product,1977,2324.649574,USD
"China, Macao SAR",Gross Domestic Product,1978,3044.288032,USD
"China, Macao SAR",Gross Domestic Product,1979,3472.889953,USD
"China, Macao SAR",Gross Domestic Product,1980,4155.232134,USD
"China, Macao SAR",Gross Domestic Product,1981,4326.193783,USD
"China, Macao SAR",Gross Domestic Product,1982,4450.850271,USD
"China, Macao SAR",Gross Domestic Product,1983,4255.401013,USD
"China, Macao SAR",Gross Domestic Product,1984,4715.848864,USD
"China, Macao SAR",Gross Domestic Product,1985,4734.349033,USD
"China, Macao SAR",Gross Domestic Product,1986,5115.69632,USD
"China, Macao SAR",Gross Domestic Product,1987,6278.622575,USD
"China, Macao SAR",Gross Domestic Product,1988,7053.673646,USD
"China, Macao SAR",Gross Domestic Product,1989,8020.683769,USD
"China, Macao SAR",Gross Domestic Product,1990,9269.649022,USD
"China, Macao SAR",Gross Domestic Product,1991,10390.048597,USD
"China, Macao SAR",Gross Domestic Product,1992,13197.533084,USD
"China, Macao SAR",Gross Domestic Product,1993,14881.606345,USD
"China, Macao SAR",Gross Domestic Product,1994,16233.406423,USD
"China, Macao SAR",Gross Domestic Product,1995,17764.546384,USD
"China, Macao SAR",Gross Domestic Product,1996,17751.536495,USD
"China, Macao SAR",Gross Domestic Product,1997,17652.589741,USD
"China, Macao SAR",Gross Domestic Product,1998,16232.526396,USD
"China, Macao SAR",Gross Domestic Product,1999,15387.528704,USD
"China, Macao SAR",Gross Domestic Product,2000,15684.77955,USD
"China, Macao SAR",Gross Domestic Product,2001,15622.703049,USD
"China, Macao SAR",Gross Domestic Product,2002,16393.74305,USD
"China, Macao SAR",Gross Domestic Product,2003,17828.953598,USD
"China, Macao SAR",Gross Domestic Product,2004,22381.922959,USD
"China, Macao SAR",Gross Domestic Product,2005,24886.581887,USD
"China, Macao SAR",Gross Domestic Product,2006,29637.766446,USD
"China, Macao SAR",Gross Domestic Product,2007,35782.861086,USD
"China, Macao SAR",Gross Domestic Product,2008,39745.762216,USD
"China, Macao SAR",Gross Domestic Product,2009,39754.974494,USD
"China, Macao SAR",Gross Domestic Product,2010,50676.389193,USD
"China, Macao SAR",Gross Domestic Product,2011,64528.360141,USD
"China, Macao SAR",Gross Domestic Product,2012,74111.605824,USD
"China, Macao SAR",Gross Domestic Product,2013,86853.473423,USD
"China, Macao SAR",Gross Domestic Product,2014,90873.602487,USD
"China, Macao SAR",Gross Domestic Product,2015,73220.631734,USD
"China, Macao SAR",Gross Domestic Product,2016,71919.05267,USD
"China, Macao SAR",Gross Domestic Product,2017,78985.632295,USD
"China, Macao SAR",Gross Domestic Product,2018,84923.308756,USD
"China, Macao SAR",Gross Domestic Product,2019,83183.472386,USD
"China, Macao SAR",Gross Domestic Product,2020,37833.618535,USD
"China, Macao SAR",Gross Domestic Product,2021,43554.859734,USD
"China, Macao SAR",Gross Domestic Product,2022,31387.932591,USD
"China, mainland",Gross Domestic Product,1970,112.582054,USD
"China, mainland",Gross Domestic Product,1971,118.347326,USD
"China, mainland",Gross Domestic Product,1972,131.761632,USD
"China, mainland",Gross Domestic Product,1973,157.140413,USD
"China, mainland",Gross Domestic Product,1974,160.315011,USD
"China, mainland",Gross Domestic Product,1975,178.589387,USD
"China, mainland",Gross Domestic Product,1976,165.638523,USD
"China, mainland",Gross Domestic Product,1977,185.592321,USD
"China, mainland",Gross Domestic Product,1978,228.764643,USD
"China, mainland",Gross Domestic Product,1979,272.33092,USD
"China, mainland",Gross Domestic Product,1980,311.660382,USD
"China, mainland",Gross Domestic Product,1981,290.364737,USD
"China, mainland",Gross Domestic Product,1982,280.147778,USD
"China, mainland",Gross Domestic Product,1983,296.097526,USD
"China, mainland",Gross Domestic Product,1984,300.451223,USD
"China, mainland",Gross Domestic Product,1985,292.234371,USD
"China, mainland",Gross Domestic Product,1986,278.831386,USD
"China, mainland",Gross Domestic Product,1987,298.207591,USD
"China, mainland",Gross Domestic Product,1988,365.488629,USD
"China, mainland",Gross Domestic Product,1989,402.222392,USD
"China, mainland",Gross Domestic Product,1990,341.99901,USD
"China, mainland",Gross Domestic Product,1991,353.123455,USD
"China, mainland",Gross Domestic Product,1992,416.566624,USD
"China, mainland",Gross Domestic Product,1993,517.717957,USD
"China, mainland",Gross Domestic Product,1994,467.430366,USD
"China, mainland",Gross Domestic Product,1995,602.953929,USD
"China, mainland",Gross Domestic Product,1996,703.207504,USD
"China, mainland",Gross Domestic Product,1997,776.862464,USD
"China, mainland",Gross Domestic Product,1998,825.337521,USD
"China, mainland",Gross Domestic Product,1999,871.415649,USD
"China, mainland",Gross Domestic Product,2000,958.256503,USD
"China, mainland",Gross Domestic Product,2001,1052.37598,USD
"China, mainland",Gross Domestic Product,2002,1148.04222,USD
"China, mainland",Gross Domestic Product,2003,1288.163936,USD
"China, mainland",Gross Domestic Product,2004,1507.805431,USD
"China, mainland",Gross Domestic Product,2005,1751.846283,USD
"China, mainland",Gross Domestic Product,2006,2095.911006,USD
"China, mainland",Gross Domestic Product,2007,2686.559052,USD
"China, mainland",Gross Domestic Product,2008,3453.958674,USD
"China, mainland",Gross Domestic Product,2009,3809.720952,USD
"China, mainland",Gross Domestic Product,2010,4515.077078,USD
"China, mainland",Gross Domestic Product,2011,5564.488744,USD
"China, mainland",Gross Domestic Product,2012,6243.546749,USD
"China, mainland",Gross Domestic Product,2013,6954.774166,USD
"China, mainland",Gross Domestic Product,2014,7562.591119,USD
"China, mainland",Gross Domestic Product,2015,7936.749007,USD
"China, mainland",Gross Domestic Product,2016,8012.979392,USD
"China, mainland",Gross Domestic Product,2017,8729.13693,USD
"China, mainland",Gross Domestic Product,2018,9805.380645,USD
"China, mainland",Gross Domestic Product,2019,10043.130177,USD
"China, mainland",Gross Domestic Product,2020,10307.696388,USD
"China, mainland",Gross Domestic Product,2021,12437.206098,USD
"China, mainland",Gross Domestic Product,2022,12536.860571,USD
Colombia,Gross Domestic Product,1970,484.422092,USD
Colombia,Gross Domestic Product,1971,513.467819,USD
Colombia,Gross Domestic Product,1972,557.246695,USD
Colombia,Gross Domestic Product,1973,644.61331,USD
Colombia,Gross Domestic Product,1974,757.668596,USD
Colombia,Gross Domestic Product,1975,785.717697,USD
Colombia,Gross Domestic Product,1976,900.504248,USD
Colombia,Gross Domestic Product,1977,1118.542846,USD
Colombia,Gross Domestic Product,1978,1305.887107,USD
Colombia,Gross Domestic Product,1979,1534.112505,USD
Colombia,Gross Domestic Product,1980,1791.665709,USD
Colombia,Gross Domestic Product,1981,1907.900049,USD
Colombia,Gross Domestic Product,1982,1996.608254,USD
Colombia,Gross Domestic Product,1983,1939.506506,USD
Colombia,Gross Domestic Product,1984,1872.667192,USD
Colombia,Gross Domestic Product,1985,1670.979796,USD
Colombia,Gross Domestic Product,1986,1637.848315,USD
Colombia,Gross Domestic Product,1987,1669.007401,USD
Colombia,Gross Domestic Product,1988,1761.690442,USD
Colombia,Gross Domestic Product,1989,1739.403947,USD
Colombia,Gross Domestic Product,1990,1734.804393,USD
Colombia,Gross Domestic Product,1991,1740.591413,USD
Colombia,Gross Domestic Product,1992,1826.412386,USD
Colombia,Gross Domestic Product,1993,2072.702026,USD
Colombia,Gross Domestic Product,1994,2682.863921,USD
Colombia,Gross Domestic Product,1995,3046.410962,USD
Colombia,Gross Domestic Product,1996,3141.51008,USD
Colombia,Gross Domestic Product,1997,3388.484188,USD
Colombia,Gross Domestic Product,1998,3075.535105,USD
Colombia,Gross Domestic Product,1999,2649.556376,USD
Colombia,Gross Domestic Product,2000,2530.410689,USD
Colombia,Gross Domestic Product,2001,2449.35586,USD
Colombia,Gross Domestic Product,2002,2405.939357,USD
Colombia,Gross Domestic Product,2003,2290.188241,USD
Colombia,Gross Domestic Product,2004,2793.032636,USD
Colombia,Gross Domestic Product,2005,3448.980365,USD
Colombia,Gross Domestic Product,2006,3778.52666,USD
Colombia,Gross Domestic Product,2007,4760.98121,USD
Colombia,Gross Domestic Product,2008,5527.449953,USD
Colombia,Gross Domestic Product,2009,5244.353266,USD
Colombia,Gross Domestic Product,2010,6394.198705,USD
Colombia,Gross Domestic Product,2011,7392.452361,USD
Colombia,Gross Domestic Product,2012,8101.829092,USD
Colombia,Gross Domestic Product,2013,8264.126896,USD
Colombia,Gross Domestic Product,2014,8164.714495,USD
Colombia,Gross Domestic Product,2015,6228.426299,USD
Colombia,Gross Domestic Product,2016,5938.463856,USD
Colombia,Gross Domestic Product,2017,6450.319585,USD
Colombia,Gross Domestic Product,2018,6782.03792,USD
Colombia,Gross Domestic Product,2019,6438.060183,USD
Colombia,Gross Domestic Product,2020,5307.215228,USD
Colombia,Gross Domestic Product,2021,6104.136709,USD
Colombia,Gross Domestic Product,2022,6544.880517,USD
Comoros,Gross Domestic Product,1970,154.63933,USD
Comoros,Gross Domestic Product,1971,166.413533,USD
Comoros,Gross Domestic Product,1972,190.636363,USD
Comoros,Gross Domestic Product,1973,247.147513,USD
Comoros,Gross Domestic Product,1974,271.064031,USD
Comoros,Gross Domestic Product,1975,408.33841,USD
Comoros,Gross Domestic Product,1976,390.338144,USD
Comoros,Gross Domestic Product,1977,418.279586,USD
Comoros,Gross Domestic Product,1978,525.189605,USD
Comoros,Gross Domestic Product,1979,679.547405,USD
Comoros,Gross Domestic Product,1980,788.158703,USD
Comoros,Gross Domestic Product,1981,708.394822,USD
Comoros,Gross Domestic Product,1982,646.526117,USD
Comoros,Gross Domestic Product,1983,656.098623,USD
Comoros,Gross Domestic Product,1984,615.913762,USD
Comoros,Gross Domestic Product,1985,638.589219,USD
Comoros,Gross Domestic Product,1986,881.843719,USD
Comoros,Gross Domestic Product,1987,1037.012022,USD
Comoros,Gross Domestic Product,1988,1065.293068,USD
Comoros,Gross Domestic Product,1989,992.398772,USD
Comoros,Gross Domestic Product,1990,1184.736009,USD
Comoros,Gross Domestic Product,1991,1162.887144,USD
Comoros,Gross Domestic Product,1992,1224.476513,USD
Comoros,Gross Domestic Product,1993,1185.384649,USD
Comoros,Gross Domestic Product,1994,817.527195,USD
Comoros,Gross Domestic Product,1995,998.870785,USD
Comoros,Gross Domestic Product,1996,971.691578,USD
Comoros,Gross Domestic Product,1997,875.021051,USD
Comoros,Gross Domestic Product,1998,869.895229,USD
Comoros,Gross Domestic Product,1999,881.006045,USD
Comoros,Gross Domestic Product,2000,786.09435,USD
Comoros,Gross Domestic Product,2001,831.733871,USD
Comoros,Gross Domestic Product,2002,913.563864,USD
Comoros,Gross Domestic Product,2003,1152.94403,USD
Comoros,Gross Domestic Product,2004,1311.221545,USD
Comoros,Gross Domestic Product,2005,1328.43045,USD
Comoros,Gross Domestic Product,2006,1382.906483,USD
Comoros,Gross Domestic Product,2007,1288.090504,USD
Comoros,Gross Domestic Product,2008,1448.786114,USD
Comoros,Gross Domestic Product,2009,1403.457232,USD
Comoros,Gross Domestic Product,2010,1382.714588,USD
Comoros,Gross Domestic Product,2011,1524.835628,USD
Comoros,Gross Domestic Product,2012,1484.034834,USD
Comoros,Gross Domestic Product,2013,1595.533974,USD
Comoros,Gross Domestic Product,2014,1606.547199,USD
Comoros,Gross Domestic Product,2015,1322.404177,USD
Comoros,Gross Domestic Product,2016,1356.344178,USD
Comoros,Gross Domestic Product,2017,1414.586689,USD
Comoros,Gross Domestic Product,2018,1531.337811,USD
Comoros,Gross Domestic Product,2019,1507.687508,USD
Comoros,Gross Domestic Product,2020,1532.439122,USD
Comoros,Gross Domestic Product,2021,1631.484553,USD
Comoros,Gross Domestic Product,2022,1535.736229,USD
Congo,Gross Domestic Product,1970,203.063992,USD
Congo,Gross Domestic Product,1971,225.297014,USD
Congo,Gross Domestic Product,1972,262.442156,USD
Congo,Gross Domestic Product,1973,339.107253,USD
Congo,Gross Domestic Product,1974,397.178367,USD
Congo,Gross Domestic Product,1975,455.13611,USD
Congo,Gross Domestic Product,1976,460.661482,USD
Congo,Gross Domestic Product,1977,448.466978,USD
Congo,Gross Domestic Product,1978,544.323868,USD
Congo,Gross Domestic Product,1979,722.823121,USD
Congo,Gross Domestic Product,1980,1009.163898,USD
