Country Name,Country Code,Series Name,Series Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Barbados,BRB,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,..,..,..,..,..,0.29664999216266746,0.2842678826469888,0.10295029890119778,0.049987122035980595,0.11592800117441274,0.11709743947730793,0.06636594449057759,0.24608800644593656,0.13770823948938782,0.02362746995943126,0.24981572926890747,0.2395821140779575,0.6248826267934985,-0.020585774087111763,0.060721573104265014,0.010866243093057252,0.15899315492627739,0.6915836340740259,0.9105524690715822,-0.01728632172401229,-0.022468792316149674,0.4168354425786799,0.2044368938807198,0.2748249782973054,0.3525524685411944,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,Arable land (% of land area),AG.LND.ARBL.ZS,..,..,..,..,..,..,..,..,..,..,..,29.98107703224789,30.084971314788163,30.683464939520306,30.719482619240097,30.71174342137695,30.440462399250695,30.503527602068736,30.477974708506917,30.234461271493927,28.401135848238056,27.688348313111042,27.457032135919455,27.3549786751473,27.322970128134966,27.303552418877892,27.20045736590751,27.185537845856622,27.324074165344165,27.279179111097967,27.248533832733724,27.21551116565385,27.400102509511697,27.895828509210585,27.97051897249948,28.000669990344257,28.213490452637597,28.14070351758794,28.147710196339272,27.884520642427823,27.711258930771127,..
Belarus,BLR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..,..,..,..,..,..,..,..,..,..,..,91.16,109.52,80.85,86.28,95.45,78.56,74.05,67.11,81.82,78.91,82.2,87.31,104.53,93.56,96.02,101.69,116.71,108.38,103.61,98,107.23,93.12,108.07,97.84,94.09,101.3,91.5,96.1,101.04,92.93,..
Belarus,BLR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,45.95842956120092,33.33333333333333,59.78260869565217,67.61421319796955,71.26960040465352,49.66516478175993,46.34980374167922,59.85988059864242,59.051129299405694,59.20334137017591,69.2108213448948,66.74760673607715,63.62751594403615,65.15637990635803,67.88633335867083,59.79780872360993,60.061311769084234,60.94305271532121,60.937755218397605,48.87646182419332,51.37288535295642,78.4653615193087,78.77690727839382,58.33357810667694,54.941113689671006,58.0102324546769,62.50934712319245,66.7899156485229,70.45454545454545,65.09440964284654,61.012149264298266,70.83203772070172,63.7082362285368
Belarus,BLR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,..,..,45.90069284064665,44.44444444444444,45.65217391304348,36.04060913705584,32.591468555049744,33.38220637051803,34.21984059549935,35.926178338740016,35.30500839551043,34.003742154825545,33.47894633120935,32.463955465492745,31.815382025609928,32.74105150308493,35.01894310666949,37.83878488514165,37.207034453177236,37.047279224167475,38.82424640267261,36.117622964952815,35.39302311666035,36.088789077120865,36.28285989086892,35.90385104262261,35.37894488638479,32.692692692692695,30.958725210376098,31.554261073495482,31.265533028122956,31.737078051242467,31.35164739749267,32.14457340894057,33.186848788236645
Belarus,BLR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,5230,5340,4920,4650,4190,3850,4050,4590,5060,5340,5780,6220,6690,7380,8490,9660,10970,12220,13720,13740,15050,16380,17700,18330,18440,17330,16950,17670,18730,19510,19490,21120,21710
Belarus,BLR,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.719,9.319,10.652,10.205,12.038,10.505,10.287
Belarus,BLR,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,59.415,59.173,59.08,58.952,59.031,59.182,58.933,58.531,58.37,58.44,58.942,59.325,59.611,59.834,60.032,60.292,60.616,61.013,61.472,61.943,62.392,62.817,63.155,63.385,63.546,63.662,63.739,63.774,63.636,63.438,63.222,63.24,63.069
Belarus,BLR,"Population ages 15-64, total",SP.POP.1564.TO,6497624,6559648,6615168,6664046,6708456,6747852,6777834,6772472,6764680,6753198,6735186,6732524,6736330,6724125,6706225,6699206,6700414,6713022,6732601,6746976,6754627,6752560,6742926,6732526,6719466,6709131,6709208,6714272,6717245,6709807,6683135,6640107,6590587,6542450,6502346,6462580,6413187,6360836,6308566,6247755,6170451,6094192
Belarus,BLR,Population growth (annual %),SP.POP.GROW,0.692401877498625,0.677412012600594,0.683014021783473,0.678380569482227,0.653761443403052,0.67939116352749,0.674806569806003,0.286405805377518,0.295421189743138,0.19006508287506,0.0461355862589733,0.219690718485616,0.220771793347495,-0.118196017328142,-0.324414829587043,-0.336671341030207,-0.415604443400529,-0.450435237181926,-0.450029843493719,-0.471131334643547,-0.512966688341309,-0.636565666436346,-0.699809190918934,-0.682169472243919,-0.683005560010688,-0.612296198031047,-0.458847535622636,-0.345415054298517,-0.245915441295321,-0.218522755959381,-0.234282914157686,-0.156617600248906,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,-0.82823272086807,-0.804228426880244
Belarus,BLR,Rural population (% of total population),SP.RUR.TOTL.ZS,42.416,41.336,40.264,39.2,38.167,37.143,36.13,35.128,34.415000000000006,34.019000000000005,33.626000000000005,33.233999999999995,32.845,32.459,32.074,31.691999999999993,31.313000000000002,30.936000000000007,30.518,30.027,29.542,29.061000000000007,28.584999999999994,28.113,27.646,27.183999999999997,26.727000000000004,26.274,25.828000000000003,25.328000000000003,24.811999999999998,24.302999999999997,23.801000000000002,23.307000000000002,22.819000000000003,22.339,21.866,21.405,20.956000000000003,20.516999999999996,20.090000000000003,19.674000000000007
Belarus,BLR,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,..,..,..,..,..,..,..,..,..,2.3094688221709005,0,2.1739130434782608,-15.736040609137056,-12.836508739391897,-4.387865209261715,-4.075292302399408,-5.796417959272688,-4.855439137177941,-2.4284350892776887,-3.187523265234623,-3.5497170009083923,-3.747026394218446,-3.8290924605084675,-6.363843670361939,0.7112657548899521,-4.172480351218035,-6.267772548430356,-7.7239681086795065,-10.882721179973721,-13.172202283390567,-1.0435320346954384,4.468545243415695,-3.1488090223702954,-0.7694312413904367,0.10677344010677345,-0.19062865327702241,0.21182433710330217,1.5156965336821453,-0.6613128284297717,3.090414838265841,5.649624884808259,5.83360331079457
Belarus,BLR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,0.07608695652173914,0.10720812182741118,0.07022424548979936,0.10522227622052173,0.7081458931708359,2.488219611264073,1.3349667668811,3.6578605079073014,0.9327317874269196,0.7754058649523676,1.69305705420781,0.9637908206799984,0.7078172580303169,1.014892644669887,0.966130137383779,3.9917649448928785,3.601356613874019,3.688584962626143,2.43465600372626,6.480319976565932,2.2281801924594338,2.9738813629576173,2.362560245225183,2.9267615701256813,2.612756432084593,2.33219360612021,2.376265379332897,1.9768631757117836,2.270099645340333,1.7664068785200253,2.2158938410369333
Belarus,BLR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,2890.539839925767,2854.5362273714327,2574.8378148793304,2373.9033934703107,2098.63564378197,1886.487655007038,1945.8494987472372,2176.7041542260636,2370.1993190257595,2461.8402014150915,2616.9271820746153,2754.6794075515886,2912.1391533393016,3139.1380084590037,3522.508950519237,3880.0354099342358,4294.2519544298375,4685.005695108581,5180.740438147109,5203.883102807007,5621.967658331608,5938.252882200918,6047.90392508586,6110.937801191595,6212.935779480995,5967.068560342268,5811.2505397285495,5964.914362877616,6165.957886710484,6267.765139320414,6252.008819139122,6457.751269908336,6204.096662243833
Belarus,BLR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,-1.2455670756386752,-9.7983837027586,-7.803770017974358,-11.595575053538226,-10.108852835102809,3.1466860428502486,11.863952254655558,8.889364428511158,3.866378732527835,6.2996363683710115,5.263892187010271,5.7160824361651095,7.794917865082311,12.212618273779839,10.149767237988087,10.675586708179623,9.099460041594682,10.581305025009996,0.446705735139588,8.03408814658195,5.625881241073728,1.8465202654741404,1.0422433439175336,1.6691051620507409,-3.95734364341466,-2.611299317881162,2.6442470875854838,3.3704343700900807,1.6511181957527867,-0.25138657609306847,3.29082150587152,-3.9279092219992435
Belarus,BLR,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..,..,..,..,..,..,..,..,..,28.868360277136258,33.33333333333333,33.69565217391305,25.279187817258887,20.097791266228292,20.361935042791366,19.443908694269673,22.6181064798408,22.288620416115393,21.853073827916393,23.61087389695417,20.822851885496004,19.479461173833034,21.49034043670415,25.67040994723135,27.226816624684364,29.317118094541232,29.665734578084972,31.517796330710652,27.69050603379658,28.333542563962983,37.84611629155885,38.38168193190602,35.31383048911679,33.418136238970455,32.201089978867756,29.837070427282015,29.890872640617317,30.70716154349248,29.193510079268474,30.799954582189535,32.31248480599732,28.850836581771816
Belarus,BLR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,0.19999718581864556,-42.99999974831981,-20.599995304430777,-11.400009366199043,-31.399997008870756,10.799992365443842,26.500001570305926,-1.8999888176968938,-0.20000592879236478,13.400003581893088,12.776885583387738,10.204953082505426,13.400490759883525,19.350614060535378,-1.1002224413896897,21.588254475498786,7.325811623761496,16.500229975769827,-9.122576542752668,12.22539558544517,18.500003131419646,10.900041116220294,-4.199996021145864,2.0069114457469794,-10.627773332363418,-1.3999674426176085,11.14578174013539,25.259577249298147,5.1040011384389175,-7.3507841588626945,5.745600681970416,-18.057650893093637
Belarus,BLR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5314000493442903,0.9107060211104641,0.5103668261562998,0.760841998478316,1.4375673859712172,2.6674990777263825,3.472399530204769,3.4285581460217105,3.115379313513762,2.4170555989557254,1.9730501873257187,1.8591238473200336,1.7824648623706412,1.614069164933037,2.3129318773776366,2.2665998616181136,1.6036891290486708,1.8984027232259755,2.620631808031919,2.8356956445559254,3.0833290213398024,3.3985131921677443,3.072790569306525,2.8887238039358567,3.0732652132583995,1.457647539749134,..,..
Belarus,BLR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.19166997013539297,0.20289236785057144,0.19041679415146442,0.18534381506672942,0.1973895287251007,0.2430208287251377,0.19613663317731989,0.16019493177222735,0.14701818229868285,0.15776575666440212,0.1934447628150575,-0.049061753324187336,-0.4749783785978773,0.20595843751647566,0.3390569226399174,1.4026298643908606,-0.3869274698479789,..
Belgium,BEL,Arable land (% of land area),AG.LND.ARBL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.46763540290621,27.906208718626157,27.476882430647294,27.575957727873185,27.741083223249667,27.840158520475562,27.807133421400266,27.70805812417437,27.873183619550858,27.741083223249667,27.542932628797885,27.245706737120212,26.51915455746367,26.948480845442536,26.981505944517835,27.39431968295905,28.051519154557464,27.60898282694848,28.07133421400264,28.311955085865257,28.562635402906206,28.58784676354029,..
Belgium,BEL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.95,84.94,94,93.45,104.21,96.67,88.66,94.07,91.58,98.8,100.25,101.77,91.05,97.7,109.39,99.94,90.67,102.1,86.86,99.86,95.57,98.57,..
Belgium,BEL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.06352205727878,58.103311806477144,60.39562658046249,64.41235167805321,62.454327417218146,57.28304983255248,55.86776306844472,59.40808324387945,63.56674893527337,61.613690955539326,60.22965488287463,58.80893033173934,56.10774115747969,58.42495934542292,60.114371718060454,61.19239095587182,64.78658108044793,64.17434501542834,64.56305951608616,72.54739515805667,71.61195892029392,70.83129769567647,69.03650850888442,70.90627744721796,74.28282892139534,76.80499705521888,78.30180470282629,80.88061997520349,68.8340037082276,75.85006447924644,80.69736291246218,80.40449050649873,79.32434840154755,79.80100907362298,77.80528215167983,79.42961547395365,83.18241024999207,83.07962946700668,82.39718206169432,78.63162420561189,87.9241729562522,95.73149656083457
Belgium,BEL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.045814248813837,25.810886422934466,26.10986539581395,25.570685372691877,24.725844340004194,24.943832583654345,24.3121509872514,23.787336339306854,23.226654888581162,22.95999894885683,22.5737781481988,22.139925542401002,22.281952477002864,21.595448496359985,20.600029785887955,20.894580356176583,20.777896404958085,20.075240558224035,19.879199755650582,19.674826484051124,19.669888318109802,19.28822026700285,19.23536249064993,18.93393077460141,19.259365725724404,19.383515099478522,19.336400162542212,20.049533945209795
Belgium,BEL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,18750,19740,20410,20810,22050,22940,23270,24310,24960,26030,28510,29330,30810,31530,32510,33590,35760,37310,38800,38450,40450,41010,43270,44750,45870,46850,49060,50900,53000,56340,55240,60140,66490
Belgium,BEL,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..,23.908,25.206,23.544,21.068,21.411,18.066,15.491,14.465,13.978,13.218,18.46,21.847,21.511,20.474,21.257,20.383,22.571,15.248,15.333,15.652,18.984,17.503,21.482,20.512,18.842,17.972,21.944,22.399,18.733,19.75,23.702,23.23,22.132,20.123,19.251,15.756,14.241,15.331,18.209,16.397
Belgium,BEL,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,48.34,49.27,49.63,49.73,50.33,50.53,50.41,50.52,50.85,51.91,52.29,50.89,51.19,51.35,52.03,53.3,53.11,53.59,53.68,53.47,54.07,53.2,53.25,53.56,53.51,53.31,53.11,53.84,54.19,54.39,53.82,54.49,54.934
Belgium,BEL,"Population ages 15-64, total",SP.POP.1564.TO,6487538,6537760,6590223,6629738,6646669,6651137,6654808,6666199,6674483,6673010,6673807,6679959,6689623,6697475,6698372,6697743,6701076,6705137,6713345,6723820,6743920,6774608,6805014,6836408,6881331,6944194,7013018,7073628,7123379,7176760,7249661,7267828,7277628,7285273,7306314,7325397,7333843,7346245,7366035,7384578,7402978,7448221
Belgium,BEL,Population growth (annual %),SP.POP.GROW,-0.0026371543402261,-0.027176883483947,-0.00794447069062125,-0.00150170778678296,0.029786422643661,0.0356488507832359,0.0852521408125053,0.317926245358661,0.363247985870165,0.298235706313592,0.371593165668169,0.405713495856337,0.390638517826929,0.308197073686726,0.209436838020324,0.1953931762382,0.241991884983082,0.213527650670943,0.229189103029716,0.242517956221334,0.343951157623668,0.448268894821562,0.418641508069053,0.432788248129175,0.550055708089009,0.659558214980699,0.734330830765919,0.789976845480149,0.804599572619861,0.913639391631709,1.3010029017038,0.620163579337378,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.430996815099722,0.411601996532257,0.856132433382837
Belgium,BEL,Rural population (% of total population),SP.RUR.TOTL.ZS,4.465000000000003,4.3629999999999995,4.263000000000005,4.165000000000006,4.069999999999993,3.977000000000004,3.885000000000005,3.7960000000000065,3.7079999999999984,3.6230000000000047,3.5390000000000015,3.4579999999999984,3.378,3.299999999999997,3.222999999999999,3.149000000000001,3.0759999999999934,3.004000000000005,2.9350000000000023,2.870999999999995,2.813999999999993,2.7590000000000003,2.7039999999999935,2.6500000000000057,2.596999999999994,2.5460000000000065,2.4950000000000045,2.444999999999993,2.3970000000000056,2.3490000000000038,2.3020000000000067,2.2560000000000002,2.2109999999999985,2.1670000000000016,2.1239999999999952,2.081000000000003,2.0390000000000015,1.9989999999999952,1.9590000000000032,1.9210000000000065,1.8829999999999956,1.8469999999999942
Belgium,BEL,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-2.094308030637208,-1.7187259336176879,0.3956906493684964,0.5939683306624338,1.031668744423947,2.2390751312525907,1.8164262110306664,2.3932198944928973,2.1965651909136876,1.7595308366141118,1.8691720477588356,2.5485731618427794,3.202745318200554,3.6176186572334865,3.8501756147943054,3.1720061543602016,3.8842221047159433,3.6395674045390027,3.9561284912235526,2.8646552490790884,3.6470780059689436,5.577445903272354,5.357464183880381,4.894149546003853,4.036607172807427,4.042484810926599,4.135162530349756,0.6727921599599253,2.261966884557749,1.7024558841064372,-0.09899783970861334,0.06295078367381395,0.7978517613520667,0.81880222817034,1.4180177940366891,1.1942049635270027,1.03898415032375,-0.3355281634115189,0.6281490493991554,1.9998146491018838,1.7642602439393176,-1.6291657544351599
Belgium,BEL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.323832479218077,1.5985289045274698,1.4792811338437182,0.46715320321112347,1.2188607367727473,0.6081214589206486,1.5763107153135836,3.2116443541360993,4.274890290653651,3.9188922708356095,4.447539570934615,4.806934392994485,4.783692639196728,3.476574826465425,3.7110244473466794,5.0371876095201245,4.747889880215581,8.77679407696031,46.34845714850712,37.47531229790867,37.256469483417234,7.012424439936569,10.864874487751838,12.052110674756856,8.727177201864627,14.407871393667552,20.502674006232755,36.802920454997725,16.007002916162868,26.06698199624618,31.26598334890303,2.3803696014969185,-5.680612374306783,-2.840147495087677,-4.22079695282357,12.086295476360718,-7.416757538434615,-7.657179957357337,-3.9897936498181887,-4.626297032711343,4.001141879188168,1.678501504659265
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,24325.813275206565,24477.19988262764,24555.48096975896,25161.4909793831,25569.48933011307,26026.280498150183,26603.92809813006,27772.052045468292,28631.319093023812,29441.66214815928,29870.147774707668,30204.563751571306,29797.406319877624,30664.307854640752,31329.89207275097,31681.93636345021,32804.36054023613,33376.574839896464,34479.906448469534,35674.79125307126,35943.23796028385,36393.24176657038,36617.38038402271,37761.28131899812,38426.05190837309,39147.76355972909,40290.22775639559,40151.84987403939,39025.22079082905,39777.92527673661,39929.09514393591,39975.573640245835,39970.31749747935,40421.4207919096,41008.29671947198,41318.019638847625,41825.76283164317,42382.318276324746,43098.475062696605,40655.557152297304,43262.4315898987,44184.68528680639
Belgium,BEL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.2766534554769322,0.6223290695706254,0.3198122640934571,2.467921562483184,1.6215189754227026,1.7864696558454511,2.2194781156721177,4.390795009780277,3.093999125987267,2.8302679750892565,1.4553717259308456,1.1195658601555323,-1.3479997097210088,2.909318769079647,2.1705502738405613,1.123669018334823,3.54278906412047,1.7443238954726041,3.305706513821832,3.4654525713040414,0.7524829095937093,1.2519846063501205,0.6158797803448692,3.123928918395592,1.7604555940757223,1.8781831999730798,2.9183383488137196,-0.34345271809542055,-2.8059207402515796,1.9287641957029962,0.3800345697961802,0.11640257847660962,-0.01314838609644653,1.1285957247117153,1.4518933675875587,0.7552689191028463,1.228866236169182,1.3306522272452241,1.6897536885610123,-5.668223543514046,6.412098665468861,2.131765744584328
Belgium,BEL,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,19.63383447323201,19.16458901854804,18.979830628779393,20.153757269869477,19.893033971217342,20.897899879545225,21.391887655691512,24.055380896636308,25.33274811208858,25.587505398396043,24.348141330621242,24.896040917956515,25.04447404110966,25.582769353223885,25.640947678525873,24.80275294219764,26.184563691006087,25.98822648413447,26.6451403092598,26.64761655128943,26.28090350536384,26.324847880686196,26.322171890347164,27.561209717549072,27.717670372883806,28.01303392418611,28.738436680869416,26.609562490351625,24.435251482944693,24.829232574425134,24.40794131837886,23.752876612579747,23.22604866625942,23.954989946732447,25.04596816809351,25.44641725722781,25.49539928201342,25.080447637521768,25.637121711921335,26.224829771260932,27.495759254825863,25.508718346168347
Belgium,BEL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-1.935203682610691,1.3547452364904444,-1.2322308310576915,6.392519683371134,0.40725815469195936,4.588902142692859,6.752892324101126,10.420156707633637,9.693495479724419,4.868733292996225,2.8592232983774863,4.117064130458601,-0.3608452198678549,7.280409182816143,4.651707992409527,5.554105542039096,8.202305688923346,5.0581445756706245,3.3732852380171607,13.015505273548314,-0.7554737815652146,1.0559758655636529,1.4594757473930002,6.306671613472403,6.426575906448932,5.141851248494973,5.579332627364295,3.8050049362641687,-10.858888717663532,9.687970263893703,5.625029754047645,-0.6748047511881481,-0.213858262952499,5.528272668863465,3.913671554280924,7.451584446200954,5.219110727644164,1.9769009582178683,1.9567248007306972,-7.360843334532433,13.033335872066317,4.895522540434442
Belgium,BEL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.880488295492595,4.048872833279326,3.8582661303680856,3.815443615423978,3.779964956432981,3.419599920270053,..,3.806016413736673,3.433572609903019,3.2910882065382028,3.3646892463457894,3.407676784175663,3.4944922522081394,2.4952425210700895,2.3241731871260924,2.3043919393875223,2.2859733936207047,2.396244922529443,1.7997783623027779,..,..
Belgium,BEL,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Arable land (% of land area),AG.LND.ARBL.ZS,2.016659359929855,2.016659359929855,2.016659359929855,2.016659359929855,1.8851380973257343,1.9289785181937746,2.1481806225339763,2.1920210434020166,2.2797018851380977,2.2797018851380977,2.367382726874178,2.4550635686102584,2.63042525208242,2.63042525208242,2.7181060938185007,2.761946514686541,2.8057869355545813,2.8057869355545813,2.8057869355545813,2.8057869355545813,2.8496273564226215,3.0688294607628235,3.0688294607628235,3.0688294607628235,3.0688294607628235,3.0688294607628235,3.0688294607628235,3.0688294607628235,3.2003507233669444,3.288031565103025,3.288031565103025,3.419552827707146,3.419552827707146,3.419552827707146,3.8579570363875493,3.8579570363875493,3.94563787812363,3.94563787812363,4.03331871985971,4.296361245067953,4.384042086804033,..
Belize,BLZ,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,42.95,46.09,40.41,41.08,40.67,42.07,48.8,45.89,51.41,56.03,52.78,66.18,71.81,66.26,74.62,80.99,89.86,82.59,90.33,105.26,101.21,89.33,91.7,104.23,108.95,105.45,104.77,101.61,101.43,101.1,91.31,112.25,101.46,104.03,102.26,93.71,103.24,95.73,93.17,93.33,99.87,..
Belize,BLZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.333472269384096,38.938246283204386,39.830956959206254,50.68027350561308,39.33930992354037,45.05277102638617,49.07313064865526,50.3217535953046,46.84343649935631,40.91135266956451,36.07093597106532,41.13345389085584,38.59464405435957,41.632466484647075,40.324593734242896,41.856232013709544,43.89797389347502,43.28339932489428,44.19837931315917,42.99816761242406,42.026886369464,43.75715303043053,44.7365546572543,42.46489418546321,45.92091778778188,52.00696746573568,50.78767009239085,54.04277113218987,45.6210616549063,50.91394051201312,57.11950883697605,59.8755565072739,56.396115373455636,55.83477358118783,51.52884275412561,47.286395222954454,49.79560969812306,51.580071030533226,51.89676947185855,37.62917626477582,47.66058995442155,52.37495587002008
Belize,BLZ,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,20.787815208858184,18.455019626331776,18.423620273424632,20.691347675154184,19.218742840405508,18.809654720716484,21.13200462135319,21.16331381502542,20.465683371883557,23.439796513451338,23.492493702572748,23.034004623189404,23.58169038849845,21.28504184328333,21.28832258594119,21.46911763477847,20.507172026809613,20.57995426317871,20.162327264836414,22.733068586826413,20.897470996555015,19.906271026589465,17.335919261563145,17.531579756144517,17.114076028637843,19.034252866809187,20.150306601570545,20.26772657084273,19.435518239996018,18.117326676852006,18.731287999745216,15.836123109087225,15.802475878502293,15.909724687858137,14.85225799211026,15.735831002025746,14.401898289248455,13.937972996404731,14.31129940046649,16.596978802916915,17.2292950839483,15.561640210651953
Belize,BLZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,4390,4970,5580,5920,5870,5920,5890,6060,6100,6500,7170,7380,7680,8200,8420,8670,9060,9190,8950,9130,8870,9080,8520,8730,8600,8850,8640,8310,8320,8670,7780,9430,10670
Belize,BLZ,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,21.53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.827,18.188,16.398,16.279,15.314,..,19.303,..,19.791,..
Belize,BLZ,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,56.751,57.075,57.413,57.48,57.336,57.568,57.863,58.21,58.583,58.956,59.321,59.66,59.977,60.274,60.546,60.812,61.072,61.33,61.583,61.824,62.087,62.387,62.689,62.985,63.854,64.297,64.759,64.454,64.618,64.71,63.072,64.299,64.884
Belize,BLZ,"Population ages 15-64, total",SP.POP.1564.TO,73981,76516,78879,81026,83064,85186,87414,89709,92038,94400,96720,99203,101979,105058,108748,113203,118340,123861,129446,134937,140357,145823,151389,157068,162906,168946,175198,181631,188241,195097,202089,209063,216091,223155,230147,237022,243729,250261,256675,262298,267254,272238
