Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","233","Estonia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","23162.853324","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","23421.995819","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","23596.628044","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","27990.621029","X","Figure from international organizations",""
"MK","Macro Indicators","233","Estonia","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","28732.301324","E","Estimated value",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","349.366741","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1971","1971","USD","422.557449","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1972","1972","USD","451.818628","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1973","1973","USD","570.34826","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1974","1974","USD","685.917516","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1975","1975","USD","777.453255","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1976","1976","USD","770.878119","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1977","1977","USD","830.47784","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1978","1978","USD","900.474233","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1979","1979","USD","1033.094393","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1980","1980","USD","1346.982421","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1981","1981","USD","1446.640305","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1982","1982","USD","1304.397878","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1983","1983","USD","1340.902489","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1984","1984","USD","1061.149826","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1985","1985","USD","766.962913","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1986","1986","USD","930.742271","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","1184.138516","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","1320.380367","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","1312.661733","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","1468.836638","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","1495.560181","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","1593.931157","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","1565.36253","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","1667.732001","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","1994.238753","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","1842.34544","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","1945.121511","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","1765.064442","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","1699.311548","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","1686.657453","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","1481.149178","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","1362.970615","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","2075.561624","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","2599.114925","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","2964.972336","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","3053.932498","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","3200.512573","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","3022.456056","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","3270.1377","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","4035.5345","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","4360.959894","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","4396.692629","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","4111.281186","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","3927.933568","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","3579.248871","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","3339.987372","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","3822.79341","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","4020.187765","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","3843.256711","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","3364.860561","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","3968.905959","X","Figure from international organizations",""
"MK","Macro Indicators","748","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","4025.319781","E","Estimated value",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","234.090265","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","256.044526","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","196.683198","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","137.247393","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","128.505986","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","131.998853","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","138.769656","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","139.165092","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","122.379648","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","112.611423","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","119.796791","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","115.381036","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","108.213069","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","115.54302","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","131.94554","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","157.010384","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","188.017392","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","231.620094","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","303.573787","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","324.984264","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","294.844784","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","331.955251","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","446.902462","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","479.397716","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","543.007562","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","615.570325","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","685.301939","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","709.761008","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","721.77387","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","811.088098","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","824.390268","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","825.291114","X","Figure from international organizations",""
"MK","Macro Indicators","231","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","964.353854","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","86.510794","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1971","1971","USD","89.109852","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1972","1972","USD","94.714629","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1973","1973","USD","106.654771","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1974","1974","USD","116.903153","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1975","1975","USD","113.573101","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1976","1976","USD","120.400571","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1977","1977","USD","134.275269","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1978","1978","USD","140.495709","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1979","1979","USD","152.120096","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1980","1980","USD","160.879286","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1981","1981","USD","164.396571","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1982","1982","USD","163.015062","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1983","1983","USD","173.602179","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1984","1984","USD","199.992034","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1985","1985","USD","227.913368","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1986","1986","USD","231.359728","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","239.463832","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","224.115309","E","Estimated value",""
"MK","Macro Indicators","230","Ethiopia PDR","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","222.003688","E","Estimated value",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","418.509045","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1971","1971","USD","459.53815","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1972","1972","USD","578.157365","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1973","1973","USD","764.892071","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1974","1974","USD","987.914292","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1975","1975","USD","1189.387519","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1976","1976","USD","1186.780609","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1977","1977","USD","1202.268785","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1978","1978","USD","1352.339727","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1979","1979","USD","1621.649614","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1980","1980","USD","1865.786191","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1981","1981","USD","1870.444634","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1982","1982","USD","1763.830451","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1983","1983","USD","1619.289682","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1984","1984","USD","1657.794465","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1985","1985","USD","1568.756982","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1986","1986","USD","1737.365533","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","1560.654457","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","1452.188422","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","1530.565595","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","1713.213124","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","1763.299514","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","1947.50843","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","2073.123777","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","2308.727312","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","2487.002881","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","2672.470661","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","2597.899123","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","2031.025973","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","2351.727362","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","2015.833795","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","1964.097247","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","2157.257894","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","2680.489238","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","3124.690884","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","3406.644156","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","3483.618623","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","3793.121777","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","3928.901166","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","3184.67557","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","3469.512556","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","4155.360708","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","4359.790127","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","4587.176974","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","5305.03238","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","5105.148732","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","5368.467353","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","5825.224293","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","6073.366211","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","5968.299049","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","4864.106003","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","4646.537921","X","Figure from international organizations",""
"MK","Macro Indicators","242","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","5316.658385","E","Estimated value",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","2453.401732","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1971","1971","USD","2702.771703","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1972","1972","USD","3162.060228","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1973","1973","USD","4152.733274","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1974","1974","USD","5271.548788","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1975","1975","USD","6224.78981","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1976","1976","USD","6708.468065","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1977","1977","USD","7041.70138","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1978","1978","USD","7612.043041","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1979","1979","USD","9308.353196","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1980","1980","USD","11225.017771","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1981","1981","USD","10927.450603","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1982","1982","USD","10937.801084","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1983","1983","USD","10497.364044","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1984","1984","USD","10833.88719","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1985","1985","USD","11398.055034","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1986","1986","USD","14950.429944","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","18571.338578","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","22047.372028","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","23971.717785","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","28365.435498","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","25482.343722","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","22318.852066","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","17607.557814","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","20299.973364","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","26270.075576","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","25783.400103","X","Figure from international organizations",""
"MK","Macro Indicators","246","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","24690.316493","X","Figure from international organizations",""
